epoch,train_loss,val_rmse,val_mae,val_r2,val_physics_error
1,0.4271149428991171,0.1039911276138298,0.07303750855654761,0.7711082736422381,8.146835168202719
2,0.30057517763895863,0.09971415456647936,0.07003856696428572,0.7895489278366037,10.351058218214247
3,0.28564504171029115,0.09687299045054738,0.06603696065848215,0.8013708734287759,6.9508759710523815
4,0.2741243564165555,0.09549900858061801,0.06658071884300595,0.8069653618576292,7.445134904649523
5,0.26125267224434096,0.09608042608702738,0.06498122544642858,0.8046077380340244,6.744800196753608
6,0.25090848024074847,0.0971977371732858,0.06638989973958333,0.800036914891162,6.448518223232693
7,0.24793121677178603,0.09101017253236739,0.061993159226190475,0.8246856785204257,8.230988608466255
8,0.24628721139369866,0.09623215545583293,0.06518532403273809,0.8039901272526021,6.435531510247125
9,0.23288392409300193,0.08842151895034298,0.05931102920386905,0.8345169707925412,6.366711934407552
10,0.22798554637493232,0.0848744336069274,0.05765443470982143,0.847527578346687,6.442112816704644
11,0.21294793983300528,0.08289143180737013,0.0561186640625,0.8545690628791314,5.661309401194255
12,0.2160395976060476,0.08280573176800428,0.056098400669642855,0.8548696245631808,5.128089269002278
13,0.21431065904788482,0.08386807652302883,0.055530003255208335,0.8511218767751745,5.564031971825494
14,0.22199075229657003,0.09221556360073332,0.06307485044642858,0.8200109976907177,5.541461838616265
15,0.22016703967864698,0.08541138276702699,0.05694325009300595,0.8455922744860347,5.415800147586399
16,0.20216408715798304,0.08042788136646066,0.054330508091517855,0.8630850799536536,5.107512633005778
17,0.19629060381498092,0.08452712923731608,0.058512073846726194,0.8487728530903045,6.1191062397427025
18,0.19697388739157945,0.0810115946298536,0.05625540773809524,0.8610905212601532,6.30365710788303
19,0.19473565274324173,0.08111137427187584,0.053709672991071426,0.860748128944223,4.6162585682339135
20,0.1964262700997866,0.07920341753978422,0.05421618005952381,0.867222232426852,7.000162336561415
21,0.1933576823809208,0.0824372447444512,0.05561376078869048,0.8561584162548663,4.795376724667019
22,0.19623198608557382,0.08634648304588671,0.058272595052083334,0.8421927956523925,5.412500116560194
23,0.19504312521372086,0.07730834221386237,0.052160880766369044,0.87350008295818,5.196524408128527
24,0.1874779428427036,0.07456478855057702,0.050781450520833334,0.882319338463795,5.377604007720947
25,0.18671214962616944,0.07599919873725879,0.05042004352678572,0.8777481198867997,4.817778428395589
26,0.17799974977970123,0.08029050140511901,0.05268579482886905,0.8635524129689234,4.765083418952094
27,0.1807548036942115,0.07356387374119357,0.049931198660714285,0.8854574887326937,5.226164764828152
28,0.17853705011881316,0.07355413886655897,0.04972602380952381,0.8854878020686234,5.038429313235813
29,0.1767538831784175,0.08151375751463986,0.05660214146205357,0.8593630801689891,5.059907118479411
30,0.19042941125539634,0.07444976983958156,0.05011310928199405,0.8826821112630032,4.916573100619846
31,0.17759596155239984,0.07281471215089406,0.0494661640625,0.8877785711942922,5.078412108951145
32,0.1742600271335015,0.08013951740732544,0.053774412016369046,0.8640651020577806,4.943465974595812
33,0.17678923904895782,0.07646747664022895,0.05103676599702381,0.8762369401727108,4.641434775458442
34,0.17135653320031288,0.07181736342334702,0.047630525669642855,0.8908317284697921,4.973666667938232
35,0.17143586698250893,0.07521380193604169,0.05119540178571429,0.8802618333986394,4.9676858054267035
36,0.16896810287084335,0.0711608530943372,0.04751280319940476,0.8928185047144295,5.025337590111627
37,0.16774054865042368,0.07424456365003987,0.04900122628348214,0.8833279474782905,4.6209264861212835
38,0.16891185557230926,0.0729570795481439,0.048053118861607146,0.8873393112956949,4.626618809170193
39,0.1690644770860672,0.07255855346827216,0.048749508649553575,0.8885667616058512,4.799510637919108
40,0.16568305859198937,0.07349813487482608,0.04870958482142857,0.8856621144542548,4.541523085700141
41,0.16696150791950715,0.07475473910960587,0.049910959263392854,0.8817190020268455,4.793026023440891
42,0.16622090263244432,0.07155344024061916,0.047703625558035714,0.8916326238330846,4.755057440863715
43,0.1641141604154538,0.07226091884611709,0.048005992745535714,0.8894790831471808,4.679778999752468
44,0.16367873816918105,0.07019085128140726,0.046761947916666664,0.8957205963083482,4.835579024420844
45,0.1617960601280897,0.07078815177279395,0.046830155133928575,0.8939382798112069,4.655387454562717
46,0.16172854831585518,0.07188988199968457,0.047509948753720235,0.8906111488141859,4.641548845503065
47,0.16208994999910012,0.06948731565757442,0.046322343563988094,0.8978005426911713,4.95135482152303
48,0.16040766659455422,0.07073279953106258,0.0468037578125,0.8941040832269561,4.64155716366238
49,0.1606295903523763,0.07064802838781536,0.04681514546130952,0.8943577572991209,4.694848166571723
50,0.16024922140133688,0.07022369458029072,0.04649648949032738,0.8956229858410218,4.74592728084988
51,0.16049957542847365,0.06995130956340573,0.04646176506696428,0.8964311346031553,4.787868817647298
52,0.16023075389556396,0.070122021135124,0.04646389490327381,0.8959250117632842,4.737071673075358
53,0.1600757176295305,0.0698820661817331,0.04628728515625,0.8966360745558226,4.758223427666558
54,0.1605011136868061,0.06980528741964473,0.046277336123511904,0.8968630797085021,4.773709562089708
55,0.16053185745691642,0.06981632696098858,0.046287951822916666,0.896830455408254,4.768758826785618
