dataset,model,seed,lambda_physics,epochs_requested,best_epoch,training_time_sec,params,model_size_mb,rmse,mae,r2,physics_error,boundary_flux_error,fft_error,mae_center,mae_boundary,latency_ms,flops,energy_per_inference_mj_proxy,normalization_protocol,strict_reproducibility
D6,CNN,1,0.0001,75,29,98.81687140464784,730041,2.7848854064941406,0.0007623063649354,0.0005729043579101,0.9997225234839348,0.1713226748009522,0.0003033325265278,0.0067082228682314,0.0007191273762146,0.0006907189381308,0.083959749157446,202424000,,train_only_channelwise_standardization,True
D6,CNN,2,0.0001,75,7,49.65890908241272,730041,2.7848854064941406,0.0009463700739115,0.0006538106241861,0.9995723493482788,0.3650533656279246,0.0005740901348569,0.0107134430048366,0.0009033647317361,0.0003748068775166,0.0838813425946062,202424000,,train_only_channelwise_standardization,True
D6,CNN,3,0.0001,75,31,103.34446692466736,730041,2.7848854064941406,0.0008094831357616,0.0006238188435872,0.999687116434668,0.204257412503163,0.0003508119916659,0.007677774488305,0.0009182272090887,0.0005946375992304,0.083530294722405,202424000,,train_only_channelwise_standardization,True
D6,CNN,4,0.0001,75,27,94.47073125839232,730041,2.7848854064941406,0.0007282471271959,0.0005226785705566,0.9997467644336924,0.185425146172444,0.0002967501422972,0.0064109135807181,0.0007813155728702,0.0002159890027542,0.0840469762898873,202424000,,train_only_channelwise_standardization,True
D6,CNN,0,0.0003,75,29,99.1008951663971,730041,2.7848854064941406,0.0006972032392643,0.0004746829549153,0.9997678942318252,0.1544495473305384,0.0003555622679414,0.0063821283401921,0.0007053686664827,0.0001342015372453,0.0836583718225575,202424000,,train_only_channelwise_standardization,True
D6,CNN,1,0.0003,75,12,60.66164970397949,730041,2.7848854064941406,0.001038301522904,0.000702495320638,0.9994852289402372,0.2268872832258542,0.000465985162009,0.0091348226026942,0.0011223551167252,0.000299551213781,0.0835706317878287,202424000,,train_only_channelwise_standardization,True
D6,CNN,2,0.0003,75,72,167.97789978981018,730041,2.7848854064941406,0.00045196886005,0.0003012426554361,0.9999024596817412,0.129822418714563,0.0001628501122468,0.0046235859626904,0.0005043379545289,0.0001076519844597,0.0835789462038572,202424000,,train_only_channelwise_standardization,True
D6,CNN,3,0.0003,75,50,145.61285591125488,730041,2.7848854064941406,0.0007341134599882,0.0005732314737955,0.9997426681661788,0.135035661359628,0.0002578406129032,0.0060606813446308,0.0006404607896305,0.000510419566126,0.0825770658211431,202424000,,train_only_channelwise_standardization,True
D6,CNN,4,0.0003,75,30,101.3602032661438,730041,2.7848854064941406,0.0006323430537458,0.0004386117106119,0.999809070671355,0.1436722775300344,0.000273145926864,0.005812420664976,0.0006606708581481,0.0001476720741872,0.0836493825350982,202424000,,train_only_channelwise_standardization,True
D6,CNN,0,0.001,75,10,56.02123475074768,730041,2.7848854064941406,0.0009698550371935,0.000717796110026,0.9995508609743072,0.1671695287028948,0.0004247002798365,0.0087490634371836,0.001019177371442,0.0007352421040801,0.0839321131723514,202424000,,train_only_channelwise_standardization,True
D6,CNN,1,0.001,75,22,83.04453730583191,730041,2.7848854064941406,0.0008159504264373,0.0005735595682779,0.9996820969544742,0.1373874632020791,0.0003925177831357,0.0070423201735441,0.0008076019973183,0.0006096020418529,0.0841362955237644,202424000,,train_only_channelwise_standardization,True
D6,CNN,2,0.001,75,72,169.40598273277283,730041,2.7848854064941406,0.0004250577338123,0.0002816374633789,0.999913729366738,0.0886895315100749,0.0001525721539413,0.0039962822726617,0.0004752287713927,0.000115696340193,0.0835814567255801,202424000,,train_only_channelwise_standardization,True
D6,CNN,3,0.001,75,14,66.28277087211609,730041,2.7848854064941406,0.0011633783672673,0.0007883755045572,0.999353737272903,0.1501743718981742,0.0004691331293239,0.0091229591829081,0.0010478265806644,0.0003343844703825,0.0835869096867416,202424000,,train_only_channelwise_standardization,True
D6,CNN,4,0.001,75,40,126.40601301193236,730041,2.7848854064941406,0.0005973997808279,0.0004241014750162,0.9998295891436376,0.1067785316457351,0.0002072031493298,0.0049939559151728,0.0006040267762728,0.0002706195203548,0.0834281731774841,202424000,,train_only_channelwise_standardization,True
D6,CNN,0,0.003,75,17,73.52729487419128,730041,2.7848854064941406,0.0008622128810375,0.0005866040405273,0.9996450263187264,0.1085424007227023,0.0003335901322619,0.0069570538277427,0.0008318152249557,0.0003263832210601,0.0832491972740145,202424000,,train_only_channelwise_standardization,True
